County Code,County Name,Distr Code,Distr Name,Sch Code,School Name,Pre-K,Half-Day K,Full-Day K,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,PK-12 Count,
01,ADAMS,0070,WESTMINSTER 50,1622,CLARA E. METZ ELEMENTARY SCHOOL,0,0,49,64,71,53,49,52,0,0,0,0,0,0,0,338,
01,ADAMS,0070,WESTMINSTER 50,2035,CROWN POINTE CHARTER ACADEMY,0,0,53,53,54,53,53,52,51,52,45,0,0,0,0,466,
01,ADAMS,0070,WESTMINSTER 50,2876,FAIRVIEW ELEMENTARY SCHOOL,0,0,61,57,59,45,61,55,0,0,0,0,0,0,0,338,
01,ADAMS,0070,WESTMINSTER 50,3144,FRANCIS M. DAY ELEMENTARY SCHOOL,32,0,63,73,51,54,54,56,0,0,0,0,0,0,0,383,
01,ADAMS,0070,WESTMINSTER 50,3649,GREGORY HILL PRESCHOOL,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,
01,ADAMS,0070,WESTMINSTER 50,3792,HARRIS PARK ELEMENTARY SCHOOL,0,0,59,70,63,57,49,54,0,0,0,0,0,0,0,352,
01,ADAMS,0070,WESTMINSTER 50,3931,HIDDEN LAKE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,8,36,60,152,256,
01,ADAMS,0070,WESTMINSTER 50,4334,COLORADO STEM ACADEMY,0,0,0,0,0,40,66,51,51,56,0,0,0,0,0,264,
01,ADAMS,0070,WESTMINSTER 50,4465,JOSEPHINE HODGKINS ELEMENTARY SCHOOL,129,0,99,92,81,87,65,92,0,0,0,0,0,0,0,645,
01,ADAMS,0070,WESTMINSTER 50,5388,M. SCOTT CARPENTER MIDDLE SCHOOL,0,0,0,0,0,0,0,0,193,182,210,0,0,0,0,585,
01,ADAMS,0070,WESTMINSTER 50,5834,MESA ELEMENTARY SCHOOL,0,0,62,61,79,47,56,64,0,0,0,0,0,0,0,369,
01,ADAMS,0070,WESTMINSTER 50,7305,IVER C. RANUM MIDDLE SCHOOL,0,0,0,0,0,0,0,0,241,250,271,0,0,0,0,762,
01,ADAMS,0070,WESTMINSTER 50,7810,FLYNN ELEMENTARY SCHOOL,32,0,54,49,46,35,49,65,0,0,0,0,0,0,0,330,
01,ADAMS,0070,WESTMINSTER 50,7812,SHAW HEIGHTS MIDDLE SCHOOL,0,0,0,0,0,0,0,0,185,183,209,0,0,0,0,577,
01,ADAMS,0070,WESTMINSTER 50,7860,SHERRELWOOD ELEMENTARY SCHOOL,0,0,46,49,47,63,41,63,0,0,0,0,0,0,0,309,
01,ADAMS,0070,WESTMINSTER 50,7952,SKYLINE VISTA ELEMENTARY SCHOOL,32,0,73,63,54,59,65,56,0,0,0,0,0,0,0,402,
01,ADAMS,0070,WESTMINSTER 50,8406,SUNSET RIDGE ELEMENTARY SCHOOL,0,0,58,74,51,65,53,72,0,0,0,0,0,0,0,373,
01,ADAMS,0070,WESTMINSTER 50,8798,TENNYSON KNOLLS ELEMENTARY SCHOOL,0,0,77,80,55,70,43,75,0,0,0,0,0,0,0,400,
01,ADAMS,0070,WESTMINSTER 50,9462,WESTMINSTER ELEMENTARY SCHOOL,32,0,56,48,41,35,34,32,0,0,0,0,0,0,0,278,
01,ADAMS,0070,WESTMINSTER 50,9466,WESTMINSTER HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,676,601,593,586,"2,456",
01,ADAMS,0070,WESTMINSTER 50 Total,,,535,0,810,833,752,763,738,839,721,723,735,684,637,653,738,"10,161",
02,ALAMOSA,0100,ALAMOSA RE-11J,0114,ORTEGA MIDDLE SCHOOL,0,0,0,0,0,0,0,0,157,173,164,0,0,0,0,494,
02,ALAMOSA,0100,ALAMOSA RE-11J,0115,ALAMOSA ELEMENTARY SCHOOL,0,0,197,168,174,178,194,168,0,0,0,0,0,0,0,"1,079",
02,ALAMOSA,0100,ALAMOSA RE-11J,0118,ALAMOSA HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,173,116,132,88,509,
02,ALAMOSA,0100,ALAMOSA RE-11J,0368,ALAMOSA OMBUDSMAN SCHOOL OF EXCELLENCE,0,0,0,0,0,0,0,0,0,4,8,12,11,12,7,54,
02,ALAMOSA,0100,ALAMOSA RE-11J Total,,,0,0,197,168,174,178,194,168,157,177,172,185,127,144,95,"2,136",
02,ALAMOSA,0110,SANGRE DE CRISTO RE-22J,7626,SANGRE DE CRISTO ELEMENTARY SCHOOL,16,0,17,27,25,30,24,34,0,0,0,0,0,0,0,173,
02,ALAMOSA,0110,SANGRE DE CRISTO RE-22J,7630,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,0,0,0,0,0,0,0,0,20,25,30,21,24,22,22,164,
02,ALAMOSA,0110,SANGRE DE CRISTO RE-22J Total,,,16,0,17,27,25,30,24,34,20,25,30,21,24,22,22,337,
03,ARAPAHOE,0120,ENGLEWOOD 1,0206,COLORADO'S FINEST ALTERNATIVE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,52,54,66,73,245,
03,ARAPAHOE,0120,ENGLEWOOD 1,1514,CHARLES HAY WORLD SCHOOL,0,0,77,52,64,58,64,45,32,0,0,0,0,0,0,392,
03,ARAPAHOE,0120,ENGLEWOOD 1,1556,CHERRELYN ELEMENTARY SCHOOL,0,0,26,32,41,27,25,37,33,0,0,0,0,0,0,221,
03,ARAPAHOE,0120,ENGLEWOOD 1,1652,CLAYTON ELEMENTARY SCHOOL,0,0,95,92,59,86,66,71,56,0,0,0,0,0,0,525,
03,ARAPAHOE,0120,ENGLEWOOD 1,2746,ENGLEWOOD HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,0,149,161,170,158,638,
03,ARAPAHOE,0120,ENGLEWOOD 1,2750,ENGLEWOOD LEADERSHIP ACADEMY,0,0,0,0,0,0,0,0,33,17,24,0,0,0,0,74,
03,ARAPAHOE,0120,ENGLEWOOD 1,2752,ENGLEWOOD MIDDLE SCHOOL,0,0,0,0,0,0,0,0,0,139,132,0,0,0,0,271,
03,ARAPAHOE,0120,ENGLEWOOD 1,5318,ENGLEWOOD EARLY CHILDHOOD EDUCATION CENTER AT MADDOX,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,
03,ARAPAHOE,0120,ENGLEWOOD 1,9620,WM E BISHOP ELEMENTARY SCHOOL,0,0,46,40,45,41,44,37,37,0,0,0,0,0,0,290,
03,ARAPAHOE,0120,ENGLEWOOD 1 Total,,,210,0,244,216,209,212,199,190,191,156,156,201,215,236,231,"2,866",
03,ARAPAHOE,0123,SHERIDAN 2,3054,SHERIDAN ELEMENTARY,0,0,114,102,104,0,0,0,0,0,0,0,0,0,0,320,
03,ARAPAHOE,0123,SHERIDAN 2,7837,FORT LOGAN NORTHGATE,0,0,0,0,0,92,94,93,99,118,100,0,0,0,0,596,
